Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Walmart,1197831,09/09/2020,South,Texas,Houston,Men's Apparel,45.0,625,281.25,84.375,30.0,Outlet
Walmart,1197831,10/09/2020,South,Texas,Houston,Women's Apparel,55.0,850,467.5,233.75,50.0,Outlet
Walmart,1197831,11/09/2020,South,Texas,Houston,Men's Street Footwear,45.0,800,360.0,126.0,35.0,Outlet
Walmart,1197831,12/09/2020,South,Texas,Houston,Men's Athletic Footwear,45.0,800,360.0,126.0,35.0,Outlet
Walmart,1197831,13/09/2020,South,Texas,Houston,Women's Street Footwear,50.0,750,375.0,131.25,35.0,Outlet
Walmart,1197831,14/09/2020,South,Texas,Houston,Women's Athletic Footwear,50.0,600,300.0,135.0,45.0,Outlet
Walmart,1197831,15/09/2020,South,Texas,Houston,Men's Apparel,45.0,575,258.75,77.625,30.0,Outlet
Walmart,1197831,16/09/2020,South,Texas,Houston,Women's Apparel,55.0,750,412.5,206.25,50.0,Outlet
Walmart,1197831,20/10/2020,South,Texas,Houston,Men's Street Footwear,45.0,900,405.0,141.75,35.0,Outlet
Walmart,1197831,21/10/2020,South,Texas,Houston,Men's Athletic Footwear,45.0,900,405.0,141.75,35.0,Outlet
Walmart,1197831,22/10/2020,South,Texas,Houston,Women's Street Footwear,50.0,825,412.5,144.375,35.0,Outlet
Walmart,1197831,23/10/2020,South,Texas,Houston,Women's Athletic Footwear,50.0,675,337.5,151.875,45.0,Outlet
Walmart,1197831,24/10/2020,South,Texas,Houston,Men's Apparel,45.0,650,292.5,87.75,30.0,Outlet
Walmart,1197831,25/10/2020,South,Texas,Houston,Women's Apparel,55.0,850,467.5,233.75,50.0,Outlet
Walmart,1197831,26/10/2020,South,Texas,Houston,Men's Street Footwear,45.0,950,427.5,149.625,35.0,Outlet
Walmart,1197831,27/10/2020,South,Texas,Houston,Men's Athletic Footwear,45.0,950,427.5,149.625,35.0,Outlet
Walmart,1197831,28/10/2020,South,Texas,Houston,Women's Street Footwear,50.0,850,425.0,148.75,35.0,Outlet
Walmart,1197831,29/10/2020,South,Texas,Houston,Women's Athletic Footwear,50.0,700,350.0,157.5,45.0,Outlet
Walmart,1197831,30/10/2020,South,Texas,Houston,Men's Apparel,45.0,650,292.5,87.75,30.0,Outlet
Walmart,1197831,31/10/2020,South,Texas,Houston,Women's Apparel,55.0,900,495.0,247.5,50.0,Outlet
West Gear,1128299,01/11/2020,South,Texas,Houston,Men's Street Footwear,40.0,775,310.0,108.5,35.0,Outlet
West Gear,1128299,02/11/2020,South,Texas,Houston,Men's Athletic Footwear,50.0,775,387.5,77.5,20.0,Outlet
West Gear,1128299,03/11/2020,South,Texas,Houston,Women's Street Footwear,50.0,775,387.5,135.625,35.0,Outlet
West Gear,1128299,04/11/2020,South,Texas,Houston,Women's Athletic Footwear,50.0,625,312.5,93.75,30.0,Outlet
West Gear,1128299,05/11/2020,West,California,San Francisco,Men's Apparel,55.0,575,316.25,158.125,50.0,Outlet
West Gear,1128299,06/11/2020,West,California,San Francisco,Women's Apparel,50.0,775,387.5,58.125,15.0,Outlet
West Gear,1128299,07/11/2020,West,California,San Francisco,Men's Street Footwear,40.0,825,330.0,115.5,35.0,Outlet
West Gear,1128299,08/11/2020,West,California,San Francisco,Men's Athletic Footwear,50.0,725,362.5,72.5,20.0,Outlet
West Gear,1128299,09/11/2020,West,California,San Francisco,Women's Street Footwear,50.0,725,362.5,126.875,35.0,Outlet
West Gear,1128299,10/11/2020,West,California,San Francisco,Women's Athletic Footwear,50.0,575,287.5,86.25,30.0,Outlet
West Gear,1128299,11/11/2020,West,California,San Francisco,Men's Apparel,55.0,500,275.0,137.5,50.0,Outlet
West Gear,1128299,12/11/2020,West,California,San Francisco,Women's Apparel,50.0,700,350.0,52.5,15.0,Outlet
West Gear,1128299,13/11/2020,West,California,San Francisco,Men's Street Footwear,50.0,850,425.0,148.75,35.0,Outlet
West Gear,1128299,14/11/2020,West,California,San Francisco,Men's Athletic Footwear,60.0,700,420.0,84.0,20.0,Outlet
West Gear,1128299,15/11/2020,West,California,San Francisco,Women's Street Footwear,60.0,700,420.0,147.0,35.0,Outlet
West Gear,1128299,22/12/2020,West,California,San Francisco,Women's Athletic Footwear,60.0,600,360.0,108.0,30.0,Outlet
West Gear,1128299,23/12/2020,West,California,San Francisco,Men's Apparel,65.0,500,325.0,162.5,50.0,Outlet
West Gear,1128299,24/12/2020,West,California,San Francisco,Women's Apparel,60.0,700,420.0,63.0,15.0,Outlet
West Gear,1128299,25/12/2020,West,California,San Francisco,Men's Street Footwear,60.0,875,525.0,183.75,35.0,Outlet
West Gear,1128299,26/12/2020,West,California,San Francisco,Men's Athletic Footwear,65.0,675,438.75,87.75,20.0,Outlet
West Gear,1128299,27/12/2020,West,California,San Francisco,Women's Street Footwear,65.0,725,471.25,164.938,35.0,Outlet
West Gear,1128299,28/12/2020,West,California,San Francisco,Women's Athletic Footwear,60.0,625,375.0,112.5,30.0,Outlet
West Gear,1128299,29/12/2020,West,California,San Francisco,Men's Apparel,65.0,525,341.25,170.625,50.0,Outlet
West Gear,1128299,30/12/2020,West,California,San Francisco,Women's Apparel,80.0,700,560.0,84.0,15.0,Outlet
West Gear,1128299,31/12/2020,West,California,San Francisco,Men's Street Footwear,60.0,900,540.0,216.0,40.0,Outlet
West Gear,1128299,01/01/2021,West,California,San Francisco,Men's Athletic Footwear,65.0,750,487.5,121.875,25.0,Outlet
West Gear,1128299,02/01/2021,West,California,San Francisco,Women's Street Footwear,65.0,750,487.5,195.0,40.0,Outlet
West Gear,1128299,03/01/2021,West,California,San Francisco,Women's Athletic Footwear,60.0,650,390.0,136.5,35.0,Outlet
West Gear,1128299,04/01/2021,West,California,San Francisco,Men's Apparel,65.0,550,357.5,196.625,55.0,Outlet
West Gear,1128299,05/01/2021,West,California,San Francisco,Women's Apparel,80.0,725,580.0,116.0,20.0,Outlet
West Gear,1128299,06/01/2021,West,California,San Francisco,Men's Street Footwear,60.0,975,585.0,234.0,40.0,Outlet
West Gear,1128299,07/01/2021,West,California,San Francisco,Men's Athletic Footwear,65.0,825,536.25,134.063,25.0,Outlet
West Gear,1128299,08/01/2021,West,California,San Francisco,Women's Street Footwear,65.0,825,536.25,214.5,40.0,Outlet
West Gear,1128299,09/01/2021,West,California,San Francisco,Women's Athletic Footwear,60.0,700,420.0,147.0,35.0,Outlet
West Gear,1128299,10/01/2021,West,California,San Francisco,Men's Apparel,65.0,575,373.75,205.563,55.0,Outlet
West Gear,1128299,11/01/2021,West,California,San Francisco,Women's Apparel,80.0,875,700.0,140.0,20.0,Outlet
West Gear,1128299,12/01/2021,West,California,San Francisco,Men's Street Footwear,60.0,1,615.0,215.25,35.0,Outlet
West Gear,1128299,13/01/2021,West,California,San Francisco,Men's Athletic Footwear,65.0,875,568.75,113.75,20.0,Outlet
West Gear,1128299,14/01/2021,West,California,San Francisco,Women's Street Footwear,65.0,825,536.25,187.688,35.0,Outlet
West Gear,1128299,15/01/2021,West,California,San Francisco,Women's Athletic Footwear,60.0,725,435.0,130.5,30.0,Outlet
West Gear,1128299,16/01/2021,West,California,San Francisco,Men's Apparel,65.0,775,503.75,251.875,50.0,Outlet
West Gear,1128299,17/01/2021,West,California,San Francisco,Women's Apparel,80.0,775,620.0,93.0,15.0,Outlet
West Gear,1128299,18/01/2021,West,California,San Francisco,Men's Street Footwear,65.0,975,633.75,221.813,35.0,Outlet
West Gear,1128299,19/01/2021,West,California,San Francisco,Men's Athletic Footwear,70.0,925,647.5,129.5,20.0,Outlet
West Gear,1128299,20/01/2021,West,California,San Francisco,Women's Street Footwear,65.0,800,520.0,182.0,35.0,Outlet
West Gear,1128299,21/01/2021,West,California,San Francisco,Women's Athletic Footwear,65.0,750,487.5,146.25,30.0,Outlet
West Gear,1128299,22/01/2021,West,California,San Francisco,Men's Apparel,75.0,750,562.5,281.25,50.0,Outlet
West Gear,1128299,23/01/2021,West,California,San Francisco,Women's Apparel,80.0,725,580.0,87.0,15.0,Outlet
West Gear,1128299,24/01/2021,West,California,San Francisco,Men's Street Footwear,55.0,925,508.75,152.625,30.0,Outlet
West Gear,1128299,25/01/2021,West,California,San Francisco,Men's Athletic Footwear,60.0,925,555.0,83.25,15.0,Outlet
West Gear,1128299,26/01/2021,West,California,San Francisco,Women's Street Footwear,55.0,775,426.25,127.875,30.0,Outlet
West Gear,1128299,27/01/2021,West,California,San Francisco,Women's Athletic Footwear,55.0,725,398.75,99.688,25.0,Outlet
West Gear,1128299,28/01/2021,West,California,San Francisco,Men's Apparel,65.0,725,471.25,212.063,45.0,Outlet
West Gear,1128299,29/01/2021,West,California,San Francisco,Women's Apparel,70.0,775,542.5,54.25,10.0,Outlet
West Gear,1128299,30/01/2021,West,California,San Francisco,Men's Street Footwear,55.0,875,481.25,144.375,30.0,Outlet
West Gear,1128299,31/01/2021,West,California,San Francisco,Men's Athletic Footwear,60.0,875,525.0,78.75,15.0,Outlet
West Gear,1128299,01/02/2021,West,California,San Francisco,Women's Street Footwear,55.0,700,385.0,115.5,30.0,Outlet
West Gear,1128299,02/02/2021,West,California,San Francisco,Women's Athletic Footwear,55.0,675,371.25,92.813,25.0,Outlet
West Gear,1128299,03/02/2021,West,California,San Francisco,Men's Apparel,65.0,650,422.5,190.125,45.0,Outlet
West Gear,1128299,04/02/2021,West,California,San Francisco,Women's Apparel,70.0,700,490.0,49.0,10.0,Outlet
West Gear,1128299,05/02/2021,West,California,San Francisco,Men's Street Footwear,55.0,875,481.25,144.375,30.0,Outlet
West Gear,1128299,06/02/2021,West,California,San Francisco,Men's Athletic Footwear,60.0,875,525.0,78.75,15.0,Outlet
West Gear,1128299,07/02/2021,West,California,San Francisco,Women's Street Footwear,55.0,725,398.75,119.625,30.0,Outlet
West Gear,1128299,08/02/2021,West,California,San Francisco,Women's Athletic Footwear,55.0,700,385.0,96.25,25.0,Outlet
West Gear,1128299,09/02/2021,West,California,San Francisco,Men's Apparel,65.0,650,422.5,190.125,45.0,Outlet
West Gear,1128299,10/02/2021,West,California,San Francisco,Women's Apparel,70.0,775,542.5,54.25,10.0,Outlet
West Gear,1128299,11/02/2021,West,California,San Francisco,Men's Street Footwear,55.0,975,536.25,160.875,30.0,Outlet
West Gear,1128299,12/02/2021,West,California,San Francisco,Men's Athletic Footwear,60.0,975,585.0,87.75,15.0,Outlet
West Gear,1128299,13/02/2021,West,California,San Francisco,Women's Street Footwear,55.0,775,426.25,127.875,30.0,Outlet
West Gear,1128299,14/02/2021,West,California,San Francisco,Women's Athletic Footwear,55.0,775,426.25,106.563,25.0,Outlet
West Gear,1128299,15/02/2021,West,California,San Francisco,Men's Apparel,65.0,700,455.0,204.75,45.0,Outlet
West Gear,1128299,16/02/2021,West,California,San Francisco,Women's Apparel,70.0,800,560.0,56.0,10.0,Outlet
Kohl's,1189833,17/02/2021,West,California,San Francisco,Men's Street Footwear,35.0,700,245.0,98.0,40.0,Outlet
Kohl's,1189833,18/02/2021,West,California,San Francisco,Men's Athletic Footwear,45.0,700,315.0,78.75,25.0,Outlet
Kohl's,1189833,09/03/2021,West,California,San Francisco,Women's Street Footwear,45.0,700,315.0,126.0,40.0,Outlet
Kohl's,1189833,10/03/2021,West,California,San Francisco,Women's Athletic Footwear,45.0,550,247.5,86.625,35.0,Outlet
Kohl's,1189833,11/03/2021,West,California,Los Angeles,Men's Apparel,50.0,500,250.0,137.5,55.0,Outlet
Kohl's,1189833,12/03/2021,West,California,Los Angeles,Women's Apparel,45.0,700,315.0,63.0,20.0,Outlet
Kohl's,1189833,13/03/2021,West,California,Los Angeles,Men's Street Footwear,35.0,750,262.5,105.0,40.0,Outlet
Kohl's,1189833,14/03/2021,West,California,Los Angeles,Men's Athletic Footwear,45.0,650,292.5,73.125,25.0,Outlet
Kohl's,1189833,15/03/2021,West,California,Los Angeles,Women's Street Footwear,45.0,675,303.75,121.5,40.0,Outlet
Kohl's,1189833,16/03/2021,West,California,Los Angeles,Women's Athletic Footwear,45.0,525,236.25,82.688,35.0,Outlet
Kohl's,1189833,17/03/2021,West,California,Los Angeles,Men's Apparel,50.0,450,225.0,123.75,55.0,Outlet
Kohl's,1189833,18/03/2021,West,California,Los Angeles,Women's Apparel,45.0,650,292.5,58.5,20.0,Outlet
Kohl's,1189833,19/03/2021,West,California,Los Angeles,Men's Street Footwear,35.0,800,280.0,112.0,40.0,Outlet
Kohl's,1189833,20/03/2021,West,California,Los Angeles,Men's Athletic Footwear,45.0,650,292.5,73.125,25.0,Outlet
Kohl's,1189833,21/03/2021,West,California,Los Angeles,Women's Street Footwear,45.0,650,292.5,117.0,40.0,Outlet
Kohl's,1189833,22/03/2021,West,California,Los Angeles,Women's Athletic Footwear,45.0,550,247.5,86.625,35.0,Outlet
Kohl's,1189833,23/03/2021,West,California,Los Angeles,Men's Apparel,50.0,425,212.5,116.875,55.0,Outlet
Kohl's,1189833,06/04/2021,West,California,Los Angeles,Women's Apparel,45.0,625,281.25,56.25,20.0,Outlet
Kohl's,1189833,07/04/2021,West,California,Los Angeles,Men's Street Footwear,45.0,800,360.0,144.0,40.0,Outlet
